pID,CS_Type,Connection 1,Connection 2,Connection 3,Connection 4,Connection 5,Connection 6,Connection 7,Connection 8,Connection 9,Connection 10,Connection 11,Connection 12,Connection 13,Connection 14,Connection 15,Connection 16,Connection 17,Connection 18,Connection 19,Connection 20,Connection 21,Connection 22,Connection 23,Connection 24,Connection 25,Connection 26,Connection 27,Connection 28,Connection 29,Connection 30
9,CSpACQ,0.2806671744,0.1294219319,0.3201057759,0.8122997119,1.319709524,0.2983574006,-0.05193914285,0.1684837099,0.4468305608,0.8384214519,0.3155898629,-0.3084909344,0.1467244098,0.5554473576,1.159754228,1.356682721,0.9360219662,0.4169107264,1.4972592,1.851544565,0.5072559488,0.3234980832,0.156491298,0.2142592753,1.073406335,0.4125030132,0.3248703052,0.155832041,0.1350007185,0.5741721875
10,CSpACQ,-0.4488969694,-0.02602953843,0.0776453147,0.2258320547,1.262791379,-0.2777511302,-0.06172398923,-0.08671440832,-1.068629117,0.3864616397,-0.1699577153,-0.6056138067,-0.5661138409,0.3070248685,-2.926264848,0.3666954831,-0.6291903151,-0.413932205,-0.6420934626,0.6060981068,0.04800890485,-0.4180465004,0.01546288108,-0.03118781277,0.16434217,0.1828681488,0.08842736975,-0.06948271223,0.01782137208,0.1625564811
11,CSpACQ,0.09328549711,-0.04805626437,-0.02317281401,0.3604922528,0.502508716,0.1507530512,0.1652003899,0.007323346513,-0.04340871806,0.2189731066,-0.3578248264,0.9011113595,0.1323047059,-0.694260828,-1.065741063,-0.1435577593,0.01632688696,0.1079038358,0.9768126076,1.087296512,0.6246541768,-0.05546315027,-0.1543217071,0.2710450288,1.317758942,0.3422461886,0.09017465818,-0.0937706305,0.121531456,0.5091928912
12,CSpACQ,0.1005151899,0.08168424814,0.1529197492,0.03202811808,0.7006358249,0.02320312625,-0.09730703347,0.03846402949,0.2439352359,0.2412771676,0.3579890197,-0.6071158939,0.03920718065,-0.561695307,-1.632949339,0.8492025587,0.3989852548,0.04511632356,-0.4652484136,0.8297276779,-0.006044914267,0.07222003861,-0.0238465266,-0.02474531322,-0.3372741641,0.09323649038,0.0423559322,-0.0474438726,0.01565131034,-0.2237170205
13,CSpACQ,0.2895534458,-0.04163430255,0.1630043364,0.7742962469,0.5062215478,0.2941561068,0.1654367278,0.05960020423,1.011821503,0.9810367819,-0.09020591382,0.1330036599,-0.2425153861,0.1313059703,0.4825246964,0.3529887646,0.1290001079,-0.08237218122,-0.5847122497,0.7909034336,0.2522163245,0.3368185421,0.06702025948,-0.09392490219,0.6852023675,0.1036555117,0.2068167258,0.1026000835,0.07383815024,0.4193465994
14,CSpACQ,0.002080904629,-0.09131096608,0.03001357995,0.5176753302,0.4076960868,0.01423146224,-0.02163471551,-0.100943181,0.4723355307,0.3516195037,-0.6360443118,-0.1160046157,0.8970458203,0.2661060112,-0.03672103235,0.2406428085,-0.2930191406,0.4346424152,0.6482135738,0.4739692273,0.3983557896,0.308071684,0.003295702387,0.08264399363,0.7013150034,0.3417121294,0.2523629814,-0.03151761729,0.04722937339,0.7403223994
15,CSpACQ,0.7039088571,0.1987497402,0.3181217359,0.6132192697,0.6426878296,0.475703014,0.03832845306,0.1882876498,0.6481334167,0.4092237495,1.72931248,0.5197820814,1.199947933,-0.6175737836,0.2089236977,1.753892665,1.424153481,0.7351924305,0.132598321,0.7608667648,0.3371478472,0.5352897921,-0.05496408106,0.01913888896,0.8133131481,0.4193789286,0.409293412,0.01658035301,0.1027405678,0.9116679677
16,CSpACQ,0.3286103365,0.008435508411,0.008215230431,0.898165969,1.478745851,0.4915226462,-0.1440406159,0.07080066916,0.3013836293,1.011046262,0.08433141514,-0.7064382922,1.169957406,0.7421177874,-0.4882199691,0.02835364904,0.1105701726,0.3494085438,0.6046578451,0.8531586554,0.6384079964,0.1528685425,0.06587529593,0.1845209931,1.420156847,0.4573800423,0.1923004995,-0.03007507605,0.103638685,0.5423997989
17,CSpACQ,0.01218762928,-0.009776425453,-0.02046745493,0.4797573471,0.2459719419,0.08479919961,0.00859987564,-0.1790482591,0.2819694123,0.08678597305,-0.2069021772,0.1015614509,0.3338875844,0.8140413846,1.427967545,-0.1537998536,-1.420278274,0.2173469781,0.6468907963,0.9796209746,0.3636486992,0.1537653553,0.04274869951,0.04933996844,0.6357162276,0.2357274199,0.04795016205,0.08144343411,0.08485879057,0.7448215322
18,CSpACQ,0.1939333356,-0.004255687984,0.01711868502,0.8858599815,0.9242029995,0.1797325489,0.01342507533,0.08812816728,0.1810442586,-0.1646700022,0.04782489035,0.153573169,0.90535856,1.12116156,0.8749605276,0.09601929932,0.6217025204,0.5096425177,0.9641084974,0.5638415144,0.399347291,0.1003793345,0.04475108058,0.07541045517,0.8166309986,0.2452220249,-0.05537091968,0.01543498895,0.0199160019,0.4349142028
